Date,borough_NM,borough_CD,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
25/09/2020,Wandsworth,E09000032,-30,-11,35,-38,-52,18
26/09/2020,Wandsworth,E09000032,-35,-18,29,-31,-11,6
27/09/2020,Wandsworth,E09000032,-36,-23,16,-37,-7,5
28/09/2020,Wandsworth,E09000032,-25,-14,67,-44,-55,18
29/09/2020,Wandsworth,E09000032,-24,-14,54,-41,-54,19
30/09/2020,Wandsworth,E09000032,-26,-17,26,-44,-54,20
01/10/2020,Wandsworth,E09000032,-26,-11,41,-42,-53,20
02/10/2020,Wandsworth,E09000032,-39,-16,1,-40,-51,19
03/10/2020,Wandsworth,E09000032,-38,-16,10,-35,-13,8
04/10/2020,Wandsworth,E09000032,-44,-31,-30,-43,-8,7
05/10/2020,Wandsworth,E09000032,-30,-16,47,-44,-54,19
06/10/2020,Wandsworth,E09000032,-28,-16,42,-42,-54,19
07/10/2020,Wandsworth,E09000032,-24,-14,48,-44,-51,19
08/10/2020,Wandsworth,E09000032,-30,-14,26,-42,-53,20
09/10/2020,Wandsworth,E09000032,-32,-13,30,-39,-49,18
10/10/2020,Wandsworth,E09000032,-37,-16,24,-35,-7,6
11/10/2020,Wandsworth,E09000032,-34,-19,38,-37,-5,4
12/10/2020,Wandsworth,E09000032,-33,-20,29,-46,-54,20
13/10/2020,Wandsworth,E09000032,-33,-19,16,-44,-53,21
14/10/2020,Wandsworth,E09000032,-26,-13,37,-44,-51,20
15/10/2020,Wandsworth,E09000032,-26,-10,30,-42,-51,19
16/10/2020,Wandsworth,E09000032,-29,-8,38,-36,-48,17
17/10/2020,Wandsworth,E09000032,-39,-17,32,-42,-11,8
18/10/2020,Wandsworth,E09000032,-37,-17,39,-45,-7,6
19/10/2020,Wandsworth,E09000032,-30,-16,55,-50,-55,20
20/10/2020,Wandsworth,E09000032,-29,-14,50,-48,-54,21
21/10/2020,Wandsworth,E09000032,-37,-18,4,-50,-54,23
22/10/2020,Wandsworth,E09000032,-29,-10,41,-47,-53,21
23/10/2020,Wandsworth,E09000032,-32,-10,37,-46,-50,20
24/10/2020,Wandsworth,E09000032,-40,-18,14,-44,-10,8
25/10/2020,Wandsworth,E09000032,-34,-19,24,-48,-5,6
26/10/2020,Wandsworth,E09000032,-29,-16,57,-53,-60,21
27/10/2020,Wandsworth,E09000032,-32,-19,12,-52,-60,23
28/10/2020,Wandsworth,E09000032,-28,-17,35,-52,-58,22
29/10/2020,Wandsworth,E09000032,-33,-14,8,-50,-59,23
30/10/2020,Wandsworth,E09000032,-29,-10,35,-45,-55,20
31/10/2020,Wandsworth,E09000032,-41,-13,-1,-40,-10,8
01/11/2020,Wandsworth,E09000032,-29,-18,5,-40,-2,5
02/11/2020,Wandsworth,E09000032,-17,-10,28,-46,-52,18
03/11/2020,Wandsworth,E09000032,-10,-10,26,-38,-50,18
04/11/2020,Wandsworth,E09000032,1,-7,38,-36,-48,16
05/11/2020,Wandsworth,E09000032,-59,-12,11,-54,-60,27
06/11/2020,Wandsworth,E09000032,-61,-8,24,-54,-57,28
07/11/2020,Wandsworth,E09000032,-63,-12,56,-59,-34,16
08/11/2020,Wandsworth,E09000032,-63,-27,35,-62,-33,13
09/11/2020,Wandsworth,E09000032,-57,-18,33,-56,-60,26
10/11/2020,Wandsworth,E09000032,-54,-12,35,-53,-60,26
11/11/2020,Wandsworth,E09000032,-55,-12,22,-56,-59,27
12/11/2020,Wandsworth,E09000032,-54,-7,38,-53,-59,27
13/11/2020,Wandsworth,E09000032,-57,-3,35,-53,-57,27
14/11/2020,Wandsworth,E09000032,-67,-13,-13,-60,-35,18
15/11/2020,Wandsworth,E09000032,-62,-27,24,-62,-32,13
16/11/2020,Wandsworth,E09000032,-56,-18,24,-56,-60,25
17/11/2020,Wandsworth,E09000032,-55,-13,30,-54,-59,26
18/11/2020,Wandsworth,E09000032,-55,-13,24,-56,-58,27
19/11/2020,Wandsworth,E09000032,-57,-10,16,-54,-59,28
20/11/2020,Wandsworth,E09000032,-59,-4,10,-53,-57,27
21/11/2020,Wandsworth,E09000032,-62,-8,30,-56,-34,16
22/11/2020,Wandsworth,E09000032,-59,-25,62,-57,-29,12
23/11/2020,Wandsworth,E09000032,-54,-16,31,-55,-59,25
24/11/2020,Wandsworth,E09000032,-55,-12,35,-54,-58,26
25/11/2020,Wandsworth,E09000032,-56,-14,19,-55,-57,27
26/11/2020,Wandsworth,E09000032,-55,-10,24,-54,-57,27
27/11/2020,Wandsworth,E09000032,-56,-5,26,-51,-55,26
28/11/2020,Wandsworth,E09000032,-60,-8,30,-54,-30,15
29/11/2020,Wandsworth,E09000032,-60,-26,31,-57,-29,12
30/11/2020,Wandsworth,E09000032,-53,-14,18,-54,-57,24
01/12/2020,Wandsworth,E09000032,-51,-10,30,-52,-56,25
02/12/2020,Wandsworth,E09000032,-29,-11,13,-49,-49,22
03/12/2020,Wandsworth,E09000032,-36,-13,-11,-46,-51,23
04/12/2020,Wandsworth,E09000032,-34,-5,5,-41,-48,20
05/12/2020,Wandsworth,E09000032,-36,-8,20,-34,-7,7
06/12/2020,Wandsworth,E09000032,-39,-17,8,-40,-4,7
07/12/2020,Wandsworth,E09000032,-32,-14,14,-50,-53,20
08/12/2020,Wandsworth,E09000032,-30,-11,11,-48,-51,21
09/12/2020,Wandsworth,E09000032,-31,-11,11,-48,-50,20
10/12/2020,Wandsworth,E09000032,-33,-8,12,-46,-51,21
11/12/2020,Wandsworth,E09000032,-36,-6,19,-42,-49,19
12/12/2020,Wandsworth,E09000032,-40,-10,16,-36,-7,8
13/12/2020,Wandsworth,E09000032,-45,-20,-18,-44,-8,8
14/12/2020,Wandsworth,E09000032,-32,-14,12,-48,-54,20
15/12/2020,Wandsworth,E09000032,-20,-9,26,-45,-53,19
16/12/2020,Wandsworth,E09000032,-43,-11,8,-53,-56,24
17/12/2020,Wandsworth,E09000032,-42,-2,26,-51,-59,25
18/12/2020,Wandsworth,E09000032,-49,-7,3,-52,-58,25
19/12/2020,Wandsworth,E09000032,-53,-9,-2,-52,-18,11
20/12/2020,Wandsworth,E09000032,-66,-26,10,-61,-22,11
21/12/2020,Wandsworth,E09000032,-57,-5,4,-67,-70,27
22/12/2020,Wandsworth,E09000032,-54,0,16,-66,-71,28
23/12/2020,Wandsworth,E09000032,-54,9,0,-68,-72,29
24/12/2020,Wandsworth,E09000032,-60,3,7,-72,-77,31
25/12/2020,Wandsworth,E09000032,-92,-88,-5,-95,-88,40
26/12/2020,Wandsworth,E09000032,-85,-62,-19,-82,-50,21
27/12/2020,Wandsworth,E09000032,-72,-41,7,-71,-27,13
28/12/2020,Wandsworth,E09000032,-66,-33,17,-79,-82,33
29/12/2020,Wandsworth,E09000032,-61,-21,15,-72,-76,32
30/12/2020,Wandsworth,E09000032,-59,-12,27,-72,-74,32
31/12/2020,Wandsworth,E09000032,-62,-1,8,-72,-76,32
01/01/2021,Wandsworth,E09000032,-83,-61,-9,-84,-85,39
02/01/2021,Wandsworth,E09000032,-73,-27,1,-71,-35,18
03/01/2021,Wandsworth,E09000032,-72,-38,-6,-68,-27,14
04/01/2021,Wandsworth,E09000032,-66,-24,-6,-68,-67,30
05/01/2021,Wandsworth,E09000032,-68,-27,-14,-69,-69,33
06/01/2021,Wandsworth,E09000032,-67,-23,4,-70,-68,32
07/01/2021,Wandsworth,E09000032,-67,-23,3,-69,-69,33
08/01/2021,Wandsworth,E09000032,-71,-22,-2,-68,-66,33
15/02/2020,Greenwich,E09000011,2,-7,-41,-1,-3,3
16/02/2020,Greenwich,E09000011,-16,-16,-53,-14,-2,2
17/02/2020,Greenwich,E09000011,17,4,34,1,-13,3
18/02/2020,Greenwich,E09000011,27,0,24,3,-13,3
19/02/2020,Greenwich,E09000011,9,-3,3,-4,-13,3
20/02/2020,Greenwich,E09000011,8,-4,5,-6,-14,4
21/02/2020,Greenwich,E09000011,16,0,57,5,-14,3
22/02/2020,Greenwich,E09000011,13,0,-2,11,2,0
23/02/2020,Greenwich,E09000011,-6,-5,-7,-1,-1,0
24/02/2020,Greenwich,E09000011,-3,0,37,-2,1,1
25/02/2020,Greenwich,E09000011,-2,2,42,-3,1,0
26/02/2020,Greenwich,E09000011,-5,0,41,-5,1,0
27/02/2020,Greenwich,E09000011,-1,0,43,-2,0,1
28/02/2020,Greenwich,E09000011,2,1,21,3,1,1
29/02/2020,Greenwich,E09000011,11,0,-15,9,2,1
01/03/2020,Greenwich,E09000011,16,9,102,23,2,-1
02/03/2020,Greenwich,E09000011,5,6,61,1,1,1
03/03/2020,Greenwich,E09000011,14,7,6,0,1,1
04/03/2020,Greenwich,E09000011,-2,4,-10,-4,0,1
05/03/2020,Greenwich,E09000011,0,-3,-22,-1,-1,2
06/03/2020,Greenwich,E09000011,13,8,22,8,0,1
07/03/2020,Greenwich,E09000011,16,6,-3,9,4,0
08/03/2020,Greenwich,E09000011,10,3,3,3,2,0
09/03/2020,Greenwich,E09000011,5,8,7,0,-1,1
10/03/2020,Greenwich,E09000011,-2,8,-3,-5,-2,2
11/03/2020,Greenwich,E09000011,5,13,11,-2,-3,2
12/03/2020,Greenwich,E09000011,0,17,3,-10,-6,3
13/03/2020,Greenwich,E09000011,-10,21,-1,-9,-9,4
14/03/2020,Greenwich,E09000011,-18,14,-22,-18,0,3
15/03/2020,Greenwich,E09000011,-22,8,-22,-20,-6,3
16/03/2020,Greenwich,E09000011,-4,28,22,-16,-17,7
17/03/2020,Greenwich,E09000011,-14,29,2,-29,-28,11
18/03/2020,Greenwich,E09000011,-20,40,-1,-33,-35,14
19/03/2020,Greenwich,E09000011,-19,44,-22,-35,-41,17
20/03/2020,Greenwich,E09000011,-36,22,-8,-38,-42,18
21/03/2020,Greenwich,E09000011,-59,0,-21,-47,-29,13
22/03/2020,Greenwich,E09000011,-68,-18,-11,-53,-37,11
23/03/2020,Greenwich,E09000011,-49,-7,1,-51,-58,23
24/03/2020,Greenwich,E09000011,-74,-17,-12,-65,-69,29
25/03/2020,Greenwich,E09000011,-76,-21,-9,-68,-72,31
26/03/2020,Greenwich,E09000011,-76,-24,-13,-70,-73,32
27/03/2020,Greenwich,E09000011,-78,-24,-15,-68,-73,33
28/03/2020,Greenwich,E09000011,-85,-37,-59,-71,-58,22
29/03/2020,Greenwich,E09000011,-89,-49,-64,-75,-58,18
30/03/2020,Greenwich,E09000011,-76,-29,-38,-72,-76,32
31/03/2020,Greenwich,E09000011,-76,-28,-21,-72,-76,32
01/04/2020,Greenwich,E09000011,-77,-30,-28,-72,-76,33
02/04/2020,Greenwich,E09000011,-77,-29,-21,-72,-76,34
03/04/2020,Greenwich,E09000011,-79,-28,-15,-69,-75,34
04/04/2020,Greenwich,E09000011,-84,-35,-29,-67,-59,21
05/04/2020,Greenwich,E09000011,-86,-43,-18,-68,-57,17
06/04/2020,Greenwich,E09000011,-75,-29,-20,-70,-76,32
07/04/2020,Greenwich,E09000011,-75,-25,0,-70,-77,32
08/04/2020,Greenwich,E09000011,-76,-24,-10,-70,-76,32
09/04/2020,Greenwich,E09000011,-72,-16,4,-69,-76,32
10/04/2020,Greenwich,E09000011,-80,-28,9,-71,-83,37
11/04/2020,Greenwich,E09000011,-84,-33,-35,-66,-59,21
12/04/2020,Greenwich,E09000011,-92,-64,-27,-69,-59,17
13/04/2020,Greenwich,E09000011,-80,-37,-10,-76,-85,35
14/04/2020,Greenwich,E09000011,-74,-23,-5,-69,-75,32
15/04/2020,Greenwich,E09000011,-75,-24,3,-69,-75,32
16/04/2020,Greenwich,E09000011,-75,-26,-4,-70,-75,33
17/04/2020,Greenwich,E09000011,-80,-28,-34,-68,-74,34
18/04/2020,Greenwich,E09000011,-84,-35,-51,-67,-54,21
19/04/2020,Greenwich,E09000011,-85,-43,-6,-66,-53,16
20/04/2020,Greenwich,E09000011,-73,-26,7,-66,-73,30
21/04/2020,Greenwich,E09000011,-74,-25,5,-67,-73,31
22/04/2020,Greenwich,E09000011,-74,-24,11,-67,-73,31
23/04/2020,Greenwich,E09000011,-73,-22,17,-66,-73,32
24/04/2020,Greenwich,E09000011,-76,-22,13,-63,-72,32
25/04/2020,Greenwich,E09000011,-81,-31,-30,-61,-53,20
26/04/2020,Greenwich,E09000011,-83,-37,4,-62,-52,15
27/04/2020,Greenwich,E09000011,-71,-25,6,-63,-71,29
28/04/2020,Greenwich,E09000011,-77,-35,-60,-72,-73,33
29/04/2020,Greenwich,E09000011,-74,-23,-27,-66,-72,31
30/04/2020,Greenwich,E09000011,-76,-26,-31,-68,-72,32
01/05/2020,Greenwich,E09000011,-77,-22,-14,-63,-70,32
02/05/2020,Greenwich,E09000011,-80,-28,-15,-59,-50,19
03/05/2020,Greenwich,E09000011,-84,-40,-20,-62,-50,16
04/05/2020,Greenwich,E09000011,-70,-21,27,-62,-70,29
05/05/2020,Greenwich,E09000011,-71,-21,13,-64,-71,30
06/05/2020,Greenwich,E09000011,-71,-17,31,-62,-70,29
07/05/2020,Greenwich,E09000011,-68,-11,42,-61,-70,29
08/05/2020,Greenwich,E09000011,-75,-21,72,-63,-79,34
09/05/2020,Greenwich,E09000011,-80,-26,3,-56,-51,18
10/05/2020,Greenwich,E09000011,-84,-41,-37,-66,-49,16
11/05/2020,Greenwich,E09000011,-70,-21,-6,-63,-70,29
12/05/2020,Greenwich,E09000011,-69,-18,24,-61,-69,29
13/05/2020,Greenwich,E09000011,-72,-21,1,-64,-69,30
14/05/2020,Greenwich,E09000011,-69,-17,28,-62,-69,30
15/05/2020,Greenwich,E09000011,-71,-16,58,-57,-67,29
16/05/2020,Greenwich,E09000011,-77,-24,2,-55,-46,17
17/05/2020,Greenwich,E09000011,-79,-31,35,-54,-43,13
18/05/2020,Greenwich,E09000011,-63,-14,77,-55,-67,26
19/05/2020,Greenwich,E09000011,-64,-12,88,-55,-67,27
20/05/2020,Greenwich,E09000011,-67,-10,92,-55,-67,26
21/05/2020,Greenwich,E09000011,-65,-10,69,-57,-67,28
22/05/2020,Greenwich,E09000011,-68,-10,53,-52,-65,28
23/05/2020,Greenwich,E09000011,-75,-20,-12,-53,-43,17
24/05/2020,Greenwich,E09000011,-77,-27,39,-51,-42,12
25/05/2020,Greenwich,E09000011,-63,-13,223,-57,-80,28
26/05/2020,Greenwich,E09000011,-63,-8,73,-54,-66,26
27/05/2020,Greenwich,E09000011,-64,-10,68,-54,-66,26
28/05/2020,Greenwich,E09000011,-62,-7,93,-54,-65,27
29/05/2020,Greenwich,E09000011,-66,-7,95,-49,-63,26
30/05/2020,Greenwich,E09000011,-73,-14,48,-44,-33,13
31/05/2020,Greenwich,E09000011,-74,-23,63,-47,-31,11
01/06/2020,Greenwich,E09000011,-55,-8,84,-47,-62,24
02/06/2020,Greenwich,E09000011,-58,-9,88,-51,-62,24
03/06/2020,Greenwich,E09000011,-60,-17,4,-53,-63,26
04/06/2020,Greenwich,E09000011,-59,-12,26,-53,-62,27
05/06/2020,Greenwich,E09000011,-65,-11,15,-49,-60,26
06/06/2020,Greenwich,E09000011,-72,-23,-40,-50,-34,16
07/06/2020,Greenwich,E09000011,-73,-25,8,-49,-33,12
08/06/2020,Greenwich,E09000011,-55,-11,38,-49,-61,24
09/06/2020,Greenwich,E09000011,-56,-9,70,-48,-61,24
10/06/2020,Greenwich,E09000011,-62,-16,-11,-54,-62,26
11/06/2020,Greenwich,E09000011,-57,-10,21,-54,-61,26
12/06/2020,Greenwich,E09000011,-61,-7,24,-48,-59,26
13/06/2020,Greenwich,E09000011,-66,-7,62,-37,-27,11
14/06/2020,Greenwich,E09000011,-68,-15,74,-42,-26,9
15/06/2020,Greenwich,E09000011,-39,-6,69,-44,-58,22
16/06/2020,Greenwich,E09000011,-44,-5,69,-46,-60,23
17/06/2020,Greenwich,E09000011,-49,-11,22,-48,-60,24
18/06/2020,Greenwich,E09000011,-47,-6,28,-49,-60,25
19/06/2020,Greenwich,E09000011,-50,-3,47,-43,-57,23
20/06/2020,Greenwich,E09000011,-57,-4,52,-35,-25,10
21/06/2020,Greenwich,E09000011,-62,-15,42,-42,-21,9
22/06/2020,Greenwich,E09000011,-37,-2,111,-41,-59,21
23/06/2020,Greenwich,E09000011,-42,0,99,-43,-59,21
24/06/2020,Greenwich,E09000011,-46,2,100,-44,-58,21
25/06/2020,Greenwich,E09000011,-45,3,108,-44,-58,21
26/06/2020,Greenwich,E09000011,-50,3,83,-39,-56,21
27/06/2020,Greenwich,E09000011,-57,-10,-13,-39,-28,11
28/06/2020,Greenwich,E09000011,-61,-15,25,-39,-23,9
29/06/2020,Greenwich,E09000011,-38,-5,41,-43,-57,21
30/06/2020,Greenwich,E09000011,-41,-7,24,-49,-57,22
01/07/2020,Greenwich,E09000011,-44,-5,33,-48,-57,22
02/07/2020,Greenwich,E09000011,-41,-7,31,-49,-57,23
03/07/2020,Greenwich,E09000011,-46,-3,66,-42,-55,21
04/07/2020,Greenwich,E09000011,-52,-11,2,-38,-22,9
05/07/2020,Greenwich,E09000011,-51,-13,58,-37,-19,6
06/07/2020,Greenwich,E09000011,-34,-6,62,-42,-56,19
07/07/2020,Greenwich,E09000011,-36,-9,51,-46,-58,20
08/07/2020,Greenwich,E09000011,-42,-13,-2,-49,-57,21
09/07/2020,Greenwich,E09000011,-39,-8,25,-48,-56,21
10/07/2020,Greenwich,E09000011,-42,-5,56,-39,-54,18
11/07/2020,Greenwich,E09000011,-48,-10,41,-33,-19,7
12/07/2020,Greenwich,E09000011,-49,-14,70,-34,-17,5
13/07/2020,Greenwich,E09000011,-31,-6,75,-42,-56,18
14/07/2020,Greenwich,E09000011,-35,-9,47,-45,-57,20
15/07/2020,Greenwich,E09000011,-33,-12,43,-46,-55,19
16/07/2020,Greenwich,E09000011,-31,-7,59,-46,-54,19
17/07/2020,Greenwich,E09000011,-34,-2,113,-36,-53,17
18/07/2020,Greenwich,E09000011,-44,-11,54,-32,-18,5
19/07/2020,Greenwich,E09000011,-48,-23,-1,-42,-18,6
20/07/2020,Greenwich,E09000011,-24,-5,101,-42,-54,17
21/07/2020,Greenwich,E09000011,-28,-9,81,-45,-55,19
22/07/2020,Greenwich,E09000011,-29,-7,80,-44,-55,18
23/07/2020,Greenwich,E09000011,-26,-6,76,-45,-56,19
24/07/2020,Greenwich,E09000011,-34,-9,76,-39,-54,17
25/07/2020,Greenwich,E09000011,-45,-18,-25,-39,-19,8
26/07/2020,Greenwich,E09000011,-42,-16,35,-37,-15,4
27/07/2020,Greenwich,E09000011,-27,-12,22,-44,-58,19
28/07/2020,Greenwich,E09000011,-23,-9,65,-42,-57,18
29/07/2020,Greenwich,E09000011,-25,-7,96,-41,-57,17
30/07/2020,Greenwich,E09000011,-23,-1,100,-41,-57,17
31/07/2020,Greenwich,E09000011,-34,-8,75,-37,-56,15
01/08/2020,Greenwich,E09000011,-40,-14,24,-32,-18,4
02/08/2020,Greenwich,E09000011,-38,-16,43,-33,-15,3
03/08/2020,Greenwich,E09000011,-14,-10,73,-42,-58,16
04/08/2020,Greenwich,E09000011,-14,-9,70,-43,-58,17
05/08/2020,Greenwich,E09000011,-16,-9,64,-42,-56,17
06/08/2020,Greenwich,E09000011,-21,-7,71,-44,-57,17
07/08/2020,Greenwich,E09000011,-32,-9,59,-40,-55,16
08/08/2020,Greenwich,E09000011,-40,-15,24,-33,-18,4
09/08/2020,Greenwich,E09000011,-39,-19,43,-35,-13,3
10/08/2020,Greenwich,E09000011,-12,-11,61,-41,-57,15
11/08/2020,Greenwich,E09000011,-15,-11,51,-43,-57,16
12/08/2020,Greenwich,E09000011,-17,-12,38,-41,-56,16
13/08/2020,Greenwich,E09000011,-26,-10,37,-44,-57,18
14/08/2020,Greenwich,E09000011,-32,-16,9,-39,-55,16
15/08/2020,Greenwich,E09000011,-39,-20,-24,-32,-17,6
16/08/2020,Greenwich,E09000011,-38,-23,8,-32,-14,4
17/08/2020,Greenwich,E09000011,-11,-15,NA,-40,-57,16
18/08/2020,Greenwich,E09000011,-9,-13,NA,-41,-56,16
19/08/2020,Greenwich,E09000011,-19,-20,NA,-45,-57,18
20/08/2020,Greenwich,E09000011,-17,-8,NA,-40,-57,16
21/08/2020,Greenwich,E09000011,-28,-10,NA,-37,-55,16
22/08/2020,Greenwich,E09000011,-33,-15,22,-27,-17,4
23/08/2020,Greenwich,E09000011,-33,-18,34,-33,-13,3
24/08/2020,Greenwich,E09000011,-3,-14,NA,-40,-57,15
25/08/2020,Greenwich,E09000011,-8,-15,NA,-43,-57,17
26/08/2020,Greenwich,E09000011,-3,-10,NA,-38,-55,15
27/08/2020,Greenwich,E09000011,-17,-15,NA,-44,-57,17
28/08/2020,Greenwich,E09000011,-19,-9,NA,-35,-54,14
29/08/2020,Greenwich,E09000011,-30,-16,-19,-31,-18,4
30/08/2020,Greenwich,E09000011,-20,-15,23,-28,-13,2
31/08/2020,Greenwich,E09000011,22,-11,NA,-44,-73,17
01/09/2020,Greenwich,E09000011,-9,-7,NA,-39,-56,15
02/09/2020,Greenwich,E09000011,-18,-10,NA,-39,-54,15
03/09/2020,Greenwich,E09000011,-19,-10,NA,-41,-55,15
04/09/2020,Greenwich,E09000011,-23,-10,NA,-31,-52,13
05/09/2020,Greenwich,E09000011,-27,-13,17,-28,-19,4
06/09/2020,Greenwich,E09000011,-25,-11,NA,-29,-18,3
07/09/2020,Greenwich,E09000011,-12,-6,NA,-33,-55,13
08/09/2020,Greenwich,E09000011,-14,-9,NA,-34,-55,13
09/09/2020,Greenwich,E09000011,-20,-9,NA,-35,-52,13
10/09/2020,Greenwich,E09000011,-15,-5,NA,-36,-54,13
11/09/2020,Greenwich,E09000011,-23,-7,41,-28,-51,12
12/09/2020,Greenwich,E09000011,-29,-11,23,-25,-17,4
13/09/2020,Greenwich,E09000011,-26,-10,64,-26,-17,2
14/09/2020,Greenwich,E09000011,-14,-6,80,-30,-50,12
15/09/2020,Greenwich,E09000011,-16,-7,63,-32,-50,13
16/09/2020,Greenwich,E09000011,-21,-7,48,-33,-49,13
17/09/2020,Greenwich,E09000011,-16,-7,57,-34,-51,13
18/09/2020,Greenwich,E09000011,-23,-7,45,-28,-48,12
19/09/2020,Greenwich,E09000011,-29,-13,24,-25,-18,4
20/09/2020,Greenwich,E09000011,-27,-11,56,-27,-16,3
21/09/2020,Greenwich,E09000011,-14,-4,61,-30,-51,13
22/09/2020,Greenwich,E09000011,-17,-6,51,-30,-51,13
23/09/2020,Greenwich,E09000011,-23,-10,3,-35,-48,14
24/09/2020,Greenwich,E09000011,-20,-6,12,-37,-50,15
25/09/2020,Greenwich,E09000011,-28,-9,-3,-31,-47,14
26/09/2020,Greenwich,E09000011,-29,-12,-13,-27,-18,6
27/09/2020,Greenwich,E09000011,-31,-19,-2,-34,-18,5
28/09/2020,Greenwich,E09000011,-14,-3,38,-31,-47,13
29/09/2020,Greenwich,E09000011,-20,-10,16,-33,-48,14
30/09/2020,Greenwich,E09000011,-25,-9,-2,-34,-47,14
01/10/2020,Greenwich,E09000011,-20,-4,20,-35,-47,14
02/10/2020,Greenwich,E09000011,-38,-15,-33,-34,-46,15
03/10/2020,Greenwich,E09000011,-34,-11,-36,-32,-20,7
04/10/2020,Greenwich,E09000011,-41,-25,-51,-41,-20,7
05/10/2020,Greenwich,E09000011,-19,-4,13,-31,-48,14
06/10/2020,Greenwich,E09000011,-24,-9,5,-34,-48,14
07/10/2020,Greenwich,E09000011,-25,-3,15,-35,-45,14
08/10/2020,Greenwich,E09000011,-26,-8,-6,-39,-48,15
09/10/2020,Greenwich,E09000011,-31,-8,-1,-32,-44,13
10/10/2020,Greenwich,E09000011,-32,-11,-19,-30,-16,6
11/10/2020,Greenwich,E09000011,-32,-13,17,-31,-16,4
12/10/2020,Greenwich,E09000011,-26,-10,-7,-34,-47,14
13/10/2020,Greenwich,E09000011,-29,-13,-23,-36,-48,15
14/10/2020,Greenwich,E09000011,-28,-3,-5,-35,-45,15
15/10/2020,Greenwich,E09000011,-27,-3,-2,-37,-47,15
16/10/2020,Greenwich,E09000011,-29,-4,2,-30,-43,13
17/10/2020,Greenwich,E09000011,-36,-11,-15,-34,-18,8
18/10/2020,Greenwich,E09000011,-35,-13,12,-36,-18,6
19/10/2020,Greenwich,E09000011,-23,-5,28,-36,-48,15
20/10/2020,Greenwich,E09000011,-26,-8,21,-37,-49,16
21/10/2020,Greenwich,E09000011,-35,-13,-25,-42,-48,17
22/10/2020,Greenwich,E09000011,-25,-3,20,-40,-49,16
23/10/2020,Greenwich,E09000011,-28,-4,6,-33,-48,15
24/10/2020,Greenwich,E09000011,-35,-13,-25,-35,-18,8
25/10/2020,Greenwich,E09000011,-31,-8,2,-36,-18,6
26/10/2020,Greenwich,E09000011,-13,-3,38,-40,-56,16
27/10/2020,Greenwich,E09000011,-22,-13,-22,-42,-56,18
28/10/2020,Greenwich,E09000011,-20,-7,3,-42,-54,17
29/10/2020,Greenwich,E09000011,-23,-7,-19,-45,-56,18
30/10/2020,Greenwich,E09000011,-24,-3,11,-33,-53,16
31/10/2020,Greenwich,E09000011,-37,-10,-34,-35,-18,8
01/11/2020,Greenwich,E09000011,-28,-10,-15,-32,-17,5
02/11/2020,Greenwich,E09000011,-8,1,7,-31,-47,13
03/11/2020,Greenwich,E09000011,-6,-2,-8,-31,-46,13
04/11/2020,Greenwich,E09000011,-1,3,9,-28,-42,11
05/11/2020,Greenwich,E09000011,-55,-11,-5,-48,-53,20
06/11/2020,Greenwich,E09000011,-59,-8,0,-45,-50,21
07/11/2020,Greenwich,E09000011,-64,-10,9,-49,-35,14
08/11/2020,Greenwich,E09000011,-66,-16,6,-51,-37,11
09/11/2020,Greenwich,E09000011,-51,-11,7,-41,-52,19
10/11/2020,Greenwich,E09000011,-51,-8,14,-42,-53,20
11/11/2020,Greenwich,E09000011,-53,-5,-4,-45,-51,20
12/11/2020,Greenwich,E09000011,-51,-3,16,-46,-53,20
13/11/2020,Greenwich,E09000011,-55,-3,6,-41,-50,20
14/11/2020,Greenwich,E09000011,-64,-13,-42,-51,-36,15
15/11/2020,Greenwich,E09000011,-66,-16,-15,-52,-38,12
16/11/2020,Greenwich,E09000011,-48,-8,5,-42,-53,19
17/11/2020,Greenwich,E09000011,-50,-7,2,-43,-53,20
18/11/2020,Greenwich,E09000011,-52,-8,2,-45,-51,20
19/11/2020,Greenwich,E09000011,-53,-7,-13,-49,-54,21
20/11/2020,Greenwich,E09000011,-55,-4,-15,-43,-52,21
21/11/2020,Greenwich,E09000011,-61,-9,-10,-46,-35,13
22/11/2020,Greenwich,E09000011,-60,-9,30,-47,-36,10
23/11/2020,Greenwich,E09000011,-47,-8,13,-43,-52,19
24/11/2020,Greenwich,E09000011,-49,-9,14,-44,-53,20
25/11/2020,Greenwich,E09000011,-52,-10,-5,-44,-50,20
26/11/2020,Greenwich,E09000011,-49,-5,5,-47,-53,20
27/11/2020,Greenwich,E09000011,-52,-4,-1,-43,-50,20
28/11/2020,Greenwich,E09000011,-60,-8,-17,-45,-33,13
29/11/2020,Greenwich,E09000011,-62,-15,-2,-49,-36,11
30/11/2020,Greenwich,E09000011,-45,-9,-8,-43,-51,19
01/12/2020,Greenwich,E09000011,-46,-7,4,-44,-50,19
02/12/2020,Greenwich,E09000011,-23,-2,-12,-40,-44,16
03/12/2020,Greenwich,E09000011,-29,-9,-34,-43,-48,18
04/12/2020,Greenwich,E09000011,-31,0,-20,-37,-44,16
05/12/2020,Greenwich,E09000011,-33,-3,-11,-29,-19,7
06/12/2020,Greenwich,E09000011,-39,-8,-12,-35,-20,7
07/12/2020,Greenwich,E09000011,-20,-3,-12,-38,-47,15
